11.418015,22.021496,38.573528,24.156649,19.9876,23.936377,35.393547,11.691156,55.692532,4.795158,16.063995,25.211624,1.188712,44.786831,-6.288729,21.770693,9.117311,6.320904,19.423479,5.778372,25.135845,17.671402,8.955568,37.836048,-7.061902,25.665081,13.902253,10.500196,22.840647,11.409045,15.554955,8.611561,22.971577,13.935031,-6.345436,-15.365047,-7.941367,26.258894,-14.593049,15.382852,-11.636296,1.407876,30.977514,0.027974,3.079921,25.419622,2.564713,8.724735,34.427219,0.995149,5.827978,30.621319,10.763255,48.885464,-0.173121,38.347614,-2.579802,-0.286759,13.847931,1.071376,10.728459
-2.263796,21.913095,20.687326,25.377312,34.554501,36.983368,25.419102,49.376583,3.219949,59.431828,30.688972,25.666641,23.804213,-10.036683,1.520638,-9.846472,44.6437,11.094679,29.378019,45.295338,20.000286,15.668548,12.105327,7.736135,12.367299,4.241264,5.192165,-0.015417,4.884986,8.898863,8.287854,19.200949,23.380651,25.829288,35.854519,30.898657,36.071899,18.93573,8.594479,4.748571,12.080297,28.587523,33.992054,31.939095,22.894367,-3.326187,8.688802,13.261311,31.589741,35.236946,26.807459,23.267776,6.843873,-8.783567,8.526605,7.112531,40.197926,33.376514,12.637199,1.230616,-2.771578
-1.800015,-11.583356,7.301874,-4.560888,8.565178,19.904032,9.825387,11.308853,1.687822,-12.615454,2.700958,-4.964525,11.05912,3.683424,10.951001,10.934314,17.759392,20.222342,-13.771276,5.977606,6.36086,-8.292475,9.549804,-7.686853,5.972817,3.550428,-0.798521,8.829975,31.243048,3.041363,18.273424,-8.334199,6.644807,5.881341,1.152964,6.080143,-5.003182,2.577902,-0.003726,19.028862,14.656128,-1.176296,8.368751,8.08709,-8.105107,10.87683,3.588763,5.786574,-0.362669,1.214131,-12.84395,-3.652378,-6.147316,-10.433902,13.579464,-13.560717,3.785772,-0.963937,7.812171,-6.124474,4.246416
52.616142,58.062347,54.414391,67.128891,41.572468,71.066879,44.031155,73.355751,38.863163,56.081795,67.07724,5.456073,50.912418,42.092892,45.529125,45.860962,33.271412,54.672382,24.653774,69.665466,34.382847,67.314613,36.145283,73.181854,38.957767,74.782249,29.826582,31.186665,56.647343,52.274662,43.104206,49.874168,36.203163,29.688196,23.677866,2.427109,57.727524,53.605862,37.830948,23.301632,56.327747,41.221897,30.561119,45.483315,22.83671,22.060379,52.840305,32.191013,21.244181,17.652102,65.534859,21.644901,51.751812,35.073204,44.202431,27.819651,27.42907,37.909893,31.813837,22.460978,43.961292
8.886922,8.219994,21.674747,-12.376629,27.086847,34.51469,14.830941,26.618406,45.836468,7.80423,44.110279,34.759922,18.202997,71.045609,61.524345,23.976719,37.305019,53.515396,-3.070291,55.251488,10.055952,49.001652,32.182018,38.700932,22.251858,72.54496,40.594364,60.118267,27.492823,50.542133,52.858231,49.5425,36.839664,19.033209,37.640759,38.899734,19.115509,-0.193641,37.566566,21.246717,41.526367,23.68486,13.430235,29.219915,11.102388,17.709499,5.549396,24.427439,28.008228,16.955372,31.183657,29.561148,3.99141,6.760414,17.043736,11.7703,44.402561,6.596041,33.538624,35.304604,21.527231
-13.94118,7.588554,1.132573,24.43861,4.746464,22.312302,34.049831,-15.721178,23.437824,6.916179,20.481319,28.540903,19.801722,31.939987,6.211099,19.991249,33.407383,30.876785,-0.798563,33.306644,37.014111,-1.457764,27.260185,28.467381,25.363827,29.154663,36.524242,29.656961,8.006587,7.066704,37.684986,17.645885,23.072184,11.771615,14.545733,-4.298483,2.546877,34.524551,8.804778,17.818686,28.391333,22.536074,8.680909,15.261117,3.00947,-2.432265,5.182789,30.363012,6.615582,18.446859,11.020594,16.653664,10.095426,13.114877,22.112091,14.626474,17.685514,11.210463,16.53833,17.075876,2.270552
-1.487582,-8.80517,-20.179644,-12.756292,-14.561453,0.559117,-8.924886,-6.924288,-14.990628,-21.119572,-15.023223,-32.412666,-20.897032,-26.723419,-18.300844,-18.002489,-10.626055,-13.345896,-14.031704,-15.366389,1.211685,1.279056,-16.329586,-25.457916,-4.432949,-16.179499,-29.780291,-20.896534,-13.807282,-11.102387,-6.867667,-16.912262,-20.918911,-26.815205,-21.024288,-22.520254,-7.469034,-26.434183,-22.255917,-12.756332,0.498339,-19.320251,8.061439,-18.395674,-14.962662,-16.2988,-20.535391,-9.14484,-17.504591,-2.394291,-11.513479,-19.34771,-14.127012,-19.277605,-9.799228,-25.779169,-2.155237,-31.836912,-7.995703,-19.004644,-21.117149
-9.96787,-15.18285,2.715981,-9.879528,-21.859301,-22.749914,-0.629879,-27.055059,12.774014,-14.871436,7.234107,20.53149,-12.302554,-10.728928,-11.49222,-18.365564,11.939347,-19.870529,-12.958041,17.200548,-10.306245,7.548061,-11.307883,-7.864419,-21.318274,-8.506152,-9.562814,-8.343378,-4.555884,-14.253184,0.142506,-3.003106,8.08824,-10.23995,-8.506164,15.889645,4.918103,-8.537014,-2.540518,-12.533624,-11.652086,-13.431679,0.655525,-7.344124,-14.768908,2.34009,7.711029,-3.26746,9.625254,-0.666496,-12.360675,-7.855094,-5.026513,13.487151,7.101346,-2.261526,3.444774,7.644599,-4.843786,21.718985,-4.42559
-11.627045,37.469048,47.73991,48.148567,44.885742,34.612778,45.492809,38.924961,27.526709,35.324368,27.582586,38.45013,34.814445,41.738556,33.656044,37.671059,38.329628,39.876797,35.479183,41.09882,34.177322,41.141968,28.267582,37.623734,23.49227,31.039488,25.496906,43.492161,35.814884,42.856491,41.725937,31.374304,45.189186,46.49564,35.381252,40.644703,40.686962,47.365875,37.063389,44.213615,47.206131,30.298563,32.36623,39.712032,43.572983,28.638018,28.33942,42.142292,29.608484,34.898197,29.021584,36.606514,42.801796,37.53582,24.786335,25.411358,38.65202,24.119509,28.107628,39.549107,33.297752
-6.454482,-3.55524,19.906279,31.887177,31.705015,33.017498,35.095226,34.462399,36.761379,31.002312,29.409737,41.030357,36.879818,34.287666,32.666977,40.168003,38.026993,43.551792,22.333248,34.919933,35.746365,47.003815,44.525494,45.359825,41.905949,45.237492,48.04673,35.782627,45.546394,52.112556,38.622883,49.404594,48.841015,45.880936,53.250118,32.496452,33.380642,40.259483,29.269499,33.578342,46.563915,42.922043,34.987915,37.159004,48.698349,42.768135,47.192532,45.271389,41.604141,40.313389,45.53138,35.075619,28.817139,33.530602,42.00547,31.99494,43.644867,34.908829,38.574837,39.759186,47.903957
